Date,Open,High,Low,Close,Volume
03-Feb-17,19964.210938,20081.480469,19964.210938,20071.460938,344220000
06-Feb-17,20025.609375,20094.949219,20002.810547,20052.419922,281720000
07-Feb-17,20107.619141,20155.349609,20068.679688,20090.289062,279670000
08-Feb-17,20049.289062,20068.279297,20015.330078,20054.339844,280410000
09-Feb-17,20061.730469,20206.359375,20061.730469,20172.400391,325310000
10-Feb-17,20211.230469,20298.210938,20204.759766,20269.369141,312230000
13-Feb-17,20338.539062,20441.480469,20322.949219,20412.160156,314620000
14-Feb-17,20374.220703,20504.410156,20374.019531,20504.410156,356580000
15-Feb-17,20504.269531,20620.449219,20496.029297,20611.859375,384380000
16-Feb-17,20627.310547,20639.869141,20556.830078,20619.769531,354120000
17-Feb-17,20564.130859,20624.050781,20532.609375,20624.050781,340620000
21-Feb-17,20663.429688,20757.640625,20663.369141,20743.0,336880000
22-Feb-17,20715.410156,20781.589844,20692.390625,20775.599609,310530000
23-Feb-17,20817.210938,20840.699219,20746.410156,20810.320312,302110000
24-Feb-17,20751.910156,20821.759766,20733.949219,20821.759766,292540000
27-Feb-17,20808.710938,20851.330078,20774.759766,20837.439453,256540000
28-Feb-17,20833.880859,20841.240234,20781.210938,20812.240234,339210000
01-Mar-17,20957.289062,21169.109375,20957.289062,21115.550781,392820000
02-Mar-17,21128.910156,21129.199219,20996.609375,21002.970703,319910000
03-Mar-17,21008.75,21039.960938,20953.859375,21005.710938,254420000
06-Mar-17,20955.710938,20986.429688,20912.109375,20954.339844,266620000
07-Mar-17,20934.890625,20970.539062,20901.259766,20924.759766,274630000
08-Mar-17,20940.439453,20951.439453,20835.580078,20855.730469,296780000
09-Mar-17,20864.320312,20900.570312,20777.160156,20858.189453,275960000
10-Mar-17,20919.009766,20940.289062,20827.660156,20902.980469,315430000
13-Mar-17,20899.279297,20926.060547,20845.710938,20881.480469,289260000
14-Mar-17,20848.599609,20874.0,20786.310547,20837.369141,246820000
15-Mar-17,20874.779297,20977.470703,20859.599609,20950.099609,306590000
16-Mar-17,20969.269531,21000.109375,20893.5,20934.550781,264360000
17-Mar-17,20965.369141,20980.509766,20911.070312,20914.619141,535280000
20-Mar-17,20916.269531,20955.449219,20885.699219,20905.859375,253610000
21-Mar-17,20956.330078,20970.039062,20653.259766,20668.009766,369320000
22-Mar-17,20640.419922,20686.210938,20578.949219,20661.300781,325090000
23-Mar-17,20645.070312,20757.890625,20618.619141,20656.580078,280050000
24-Mar-17,20674.449219,20718.330078,20529.669922,20596.720703,292980000
27-Mar-17,20488.349609,20578.460938,20412.800781,20550.980469,269380000
28-Mar-17,20542.140625,20735.609375,20520.099609,20701.5,299670000
29-Mar-17,20675.75,20684.730469,20625.029297,20659.320312,238320000
30-Mar-17,20662.789062,20753.779297,20643.599609,20728.490234,270900000
31-Mar-17,20700.339844,20722.589844,20660.679688,20663.220703,303770000
03-Apr-17,20665.169922,20692.339844,20517.820312,20650.210938,285670000
04-Apr-17,20634.939453,20701.289062,20605.300781,20689.240234,237390000
05-Apr-17,20745.060547,20887.5,20639.550781,20648.150391,284980000
